6.8,13.6,20.4,27.2,33.8,40.6,47.4,54.2,61,67.8,74.6,81.4
0.125480117,0.250960233,0.320599033,0.353089244,0.346243914,0.391506928,0.42846045,0.507233711,0.590526597,0.656355792,0.722184986,0.788014181
0.191188196,0.281878587,0.375218107,0.436711716,0.463812238,0.507822093,0.5834466,0.636598271,0.682084378,1.005956133,1.106848489,1.207740844
0.193356224,0.386712449,0.510220093,0.58432468,0.610379835,0.69954612,0.777446505,0.844413567,1.009868894,1.261397907,1.541257344,1.681747289
0.38625275,0.6275295,0.82924725,0.956267,0.82771975,0.936515125,1.025587875,1.095212625,1.2826775,1.480752,1.648053875,2.102511125
0.407763681,0.815527362,1.020475207,1.082234658,1.008797711,1.147283146,1.263694007,1.358920316,1.574449311,1.800019375,2.225763528,2.655870812
0.549674279,0.863809138,0.94215768,1.15843916,1.31803607,1.498195599,1.649306042,1.776368264,2.146887544,2.551146948,2.987587638,3.259914662
0.604381053,1.208762107,1.502326833,1.576029502,1.443468433,1.741881649,2.042978447,2.32384126,2.703948694,3.103799627,3.445587086,3.759662048
0.72846224,1.044087489,1.341146547,1.638414213,1.849845458,2.104302286,2.387675987,2.652063211,3.076490267,3.521360993,3.818466068,4.166529999
0.846848559,1.438210653,1.76258601,1.839141751,2.203021939,2.547277382,2.855241305,3.129155399,3.224387478,3.82439799,4.20796593,4.59153387
