6.8,13.6,20.4,27.2,33.8,40.6,47.4,54.2,61,67.8,74.6,81.4
0.002269972,0.004539944,0.005803233,0.006474356,0.006377403,0.006835461,0.007017175,0.009282503,0.012040722,0.013382967,0.014725211,0.016067456
0.002198213,0.003945511,0.005241893,0.006200089,0.006583864,0.007235371,0.009232993,0.010332929,0.0113765,0.012925693,0.014222076,0.015518458
0.002420082,0.004840164,0.006509187,0.007677502,0.008296022,0.009965044,0.011634067,0.013303089,0.016843625,0.019137303,0.021056679,0.022976054
0.00392275,0.00663,0.0089505,0.010829,0.01043575,0.012205375,0.0138645,0.01497275,0.01586,0.01652625,0.02060825,0.025793625
0.003988918,0.007977836,0.010316167,0.011829204,0.01230658,0.01478246,0.01725834,0.020282393,0.0222101,0.02468598,0.030179844,0.032107552
0.004608738,0.007736096,0.009135177,0.012180236,0.015135734,0.016706674,0.017783822,0.019679117,0.023624622,0.027899323,0.031600353,0.034480814
0.007859062,0.015718124,0.019551813,0.02070192,0.019532081,0.021172674,0.02204653,0.023681486,0.027512356,0.030579307,0.034697703,0.037860497
0.006049658,0.010847662,0.01501984,0.0187748,0.022293541,0.023042079,0.024720153,0.026603769,0.030877183,0.03431923,0.037761277,0.041203323
0.006313876,0.013078742,0.019956357,0.027510458,0.031944098,0.03635121,0.039295917,0.041338641,0.039445142,0.043842305,0.048239468,0.052636632
