6.8,13.6,20.4,27.2,33.8,40.6,47.4,54.2,61,67.8,74.6,81.4
0.001144856,0.002289711,0.00550715,0.010106311,0.015992564,0.018974297,0.021877075,0.020452972,0.018061083,0.02007445,0.022087817,0.024101183
0.001465476,0.004960071,0.007778293,0.010934702,0.014288387,0.013461156,0.017483753,0.029651013,0.044241944,0.012925693,0.014222076,0.015518458
0.00337977,0.00675954,0.011015547,0.016022613,0.021569658,0.02690562,0.032866238,0.038911535,0.065502986,0.048259287,0.026091972,0.028470328
0.0023205,0.006188,0.01044225,0.01547,0.0230685,0.029358875,0.036586875,0.044477875,0.068891875,0.097504875,0.049096125,0.020502625
0.003988918,0.007977836,0.01485528,0.023933507,0.034526794,0.045168628,0.056569003,0.06906977,0.098094608,0.13165856,0.070168138,0.055982398
0.012262534,0.026994036,0.043947607,0.063863938,0.085905517,0.101222792,0.116455348,0.125290376,0.107787339,0.08369797,0.051463432,0.056154468
0.027506718,0.055013436,0.077057147,0.095842222,0.110046603,0.128180516,0.144972637,0.126046617,0.104031094,0.07453706,0.068343961,0.074573706
0.032438682,0.05820188,0.08354786,0.109311058,0.132724338,0.130156608,0.13523378,0.135512948,0.113216339,0.08111818,0.077811116,0.084903818
0.039461722,0.070129118,0.091663943,0.104629938,0.118249206,0.128575576,0.133606117,0.133901251,0.110244114,0.083187963,0.091531299,0.099874634
